Street,City,District,State,SALE_YEAR,area,zoning,latitude,longitude,waterApplicable,waterDistance,roadApplicable,roadDistance,schoolApplicable,schoolDistance,railwayApplicable,railwayDistance,busApplicable,busDistance,price,past_prices
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2024,4.6188,Industrial,8.7139,77.7567,notApplicable,0.0,applicable,3.06,notApplicable,0.0,applicable,4.55,applicable,4.79,24084400.0,"[64300.0, 1336400.0, 731500.0, 1127400.0, 21164800.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2021,0.0658,Conservation,11.0175,76.9725,applicable,2.46,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,88300.0,"[0, 0, 0, 0, 0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,0.3856,Industrial,9.9677,78.1653,notApplicable,0.0,applicable,2.48,applicable,3.64,applicable,1.34,notApplicable,0.0,2821500.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2023,1.9275,Conservation,9.921,78.1197,notApplicable,0.0,notApplicable,0.0,applicable,5.43,notApplicable,0.0,applicable,3.52,1996100.0,"[1217400.0, 5297300.0, 867300.0, 637900.0, 19826500.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2023,0.9918,Residential,9.924,78.135,notApplicable,0.0,notApplicable,0.0,applicable,5.82,notApplicable,0.0,applicable,1.2,6351300.0,"[821700.0, 733500.0, 625700.0, 1934700.0, 540500.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2023,0.0842,Residential,11.0183,76.997,applicable,1.72,applicable,2.44,applicable,5.13,notApplicable,0.0,applicable,2.08,489600.0,"[927400.0, 7279800.0, 9981500.0, 14718500.0, 119400.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2023,0.1255,Industrial,8.813,78.1341,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,5.5,notApplicable,0.0,833500.0,"[1276400.0, 7956300.0, 631000.0, 6768800.0, 2495300.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2022,0.083,Agricultural,12.9791,80.2209,applicable,0.82,applicable,5.0,applicable,1.37,applicable,1.46,applicable,1.21,203100.0,"[4480300.0, 1136800.0, 2472800.0, 2723700.0, 2990600.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,6.7928,Industrial,11.0183,76.997,notApplicable,0.0,applicable,4.24,notApplicable,0.0,applicable,3.93,notApplicable,0.0,55484600.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2021,0.1187,Agricultural,8.813,78.1341,applicable,4.6,applicable,0.24,applicable,2.29,notApplicable,0.0,notApplicable,0.0,171600.0,"[0, 0, 0, 0, 0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2025,0.7442,Conservation,8.7139,77.7567,applicable,5.21,notApplicable,0.0,notApplicable,0.0,applicable,3.58,notApplicable,0.0,672300.0,"[1664700.0, 1252200.0, 112000.0, 32276700.0, 930400.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2025,0.7514,Industrial,8.813,78.1341,applicable,4.45,notApplicable,0.0,notApplicable,0.0,applicable,2.65,applicable,2.31,4298800.0,"[533300.0, 731300.0, 29081400.0, 8490900.0, 1311400.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2023,0.0349,Conservation,8.813,78.1341,notApplicable,0.0,applicable,5.32,applicable,0.45,applicable,4.85,notApplicable,0.0,30300.0,"[1276400.0, 7956300.0, 631000.0, 6768800.0, 2495300.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2022,0.0202,Conservation,11.0183,76.997,notApplicable,0.0,notApplicable,0.0,applicable,0.4,applicable,1.38,applicable,3.87,25700.0,"[1821200.0, 2196700.0, 12626700.0, 9188700.0, 926300.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2023,4.2984,Agricultural,12.9791,80.2209,applicable,5.41,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,4.78,11046200.0,"[189200.0, 10473500.0, 47400.0, 76037300.0, 2009200.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2022,0.1954,Industrial,10.9979,76.9994,notApplicable,0.0,applicable,4.92,notApplicable,0.0,applicable,4.3,applicable,4.88,1324700.0,"[303400.0, 1319200.0, 1369900.0, 26184100.0, 1205300.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2021,1.818,Residential,12.9791,80.2209,applicable,2.61,applicable,3.04,notApplicable,0.0,notApplicable,0.0,applicable,1.38,14050400.0,"[0, 0, 0, 0, 0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,2.5226,Agricultural,9.9677,78.1653,applicable,5.85,applicable,3.46,applicable,1.74,applicable,0.99,applicable,1.1,4145800.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2022,6.0187,Commercial,10.4508,77.5148,applicable,5.24,applicable,4.37,applicable,5.77,applicable,3.94,applicable,1.22,173508000.0,"[1180700.0, 2830800.0, 291000.0, 488200.0, 50925300.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2025,1.935,Residential,11.349,77.6951,applicable,2.59,applicable,1.19,notApplicable,0.0,notApplicable,0.0,applicable,0.78,11312100.0,"[211600.0, 1723100.0, 70300.0, 8785600.0, 5728200.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2021,0.2327,Conservation,9.9677,78.1653,applicable,3.33,applicable,2.06,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,248200.0,"[0, 0, 0, 0, 0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2021,0.3756,Industrial,10.9979,76.9994,applicable,5.22,applicable,3.55,applicable,5.73,applicable,3.09,applicable,4.35,1866500.0,"[0, 0, 0, 0, 0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2025,0.0714,Conservation,11.349,77.6951,applicable,4.37,applicable,1.44,applicable,4.31,notApplicable,0.0,notApplicable,0.0,67500.0,"[211600.0, 1723100.0, 70300.0, 8785600.0, 5728200.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2025,0.1424,Conservation,12.9791,80.2209,applicable,1.29,applicable,0.42,notApplicable,0.0,notApplicable,0.0,applicable,0.46,301400.0,"[812200.0, 9988300.0, 4656600.0, 1015900.0, 4699100.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2024,0.3271,Conservation,11.349,77.6951,applicable,1.57,applicable,3.3,notApplicable,0.0,notApplicable,0.0,applicable,5.56,297100.0,"[34594300.0, 709100.0, 364400.0, 282100.0, 42800.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2022,0.0124,Agricultural,8.813,78.1341,notApplicable,0.0,notApplicable,0.0,applicable,5.04,applicable,1.15,applicable,1.42,18200.0,"[381400.0, 24209200.0, 9471000.0, 3488900.0, 1032100.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2021,0.7512,Agricultural,9.921,78.1197,applicable,3.17,applicable,0.53,applicable,4.97,applicable,5.49,notApplicable,0.0,1086800.0,"[0, 0, 0, 0, 0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2022,2.691,Agricultural,11.349,77.6951,applicable,4.18,applicable,4.26,applicable,2.87,applicable,2.91,applicable,4.03,2628100.0,"[25944300.0, 428400.0, 482600.0, 3404100.0, 1184000.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2021,0.0258,Agricultural,9.4523,77.5533,applicable,3.27,applicable,2.74,applicable,1.64,applicable,5.57,notApplicable,0.0,27600.0,"[0, 0, 0, 0, 0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2023,0.301,Agricultural,11.0183,76.997,applicable,4.63,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,1.84,630600.0,"[927400.0, 7279800.0, 9981500.0, 14718500.0, 119400.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2025,0.1056,Agricultural,10.9979,76.9994,applicable,0.3,applicable,4.97,applicable,1.32,notApplicable,0.0,applicable,5.11,223800.0,"[10468800.0, 6219300.0, 2222100.0, 21552800.0, 9695700.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2021,0.5019,Industrial,9.9677,78.1653,applicable,5.82,applicable,0.89,applicable,1.8,applicable,2.66,applicable,2.28,2808400.0,"[0, 0, 0, 0, 0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2023,0.1168,Industrial,9.9677,78.1653,notApplicable,0.0,applicable,2.65,applicable,2.3,notApplicable,0.0,notApplicable,0.0,875300.0,"[684300.0, 148600.0, 1293000.0, 2137000.0, 3727400.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,0.0489,Conservation,11.0183,76.997,applicable,1.83,notApplicable,0.0,applicable,3.97,applicable,5.43,applicable,2.19,49800.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2021,0.0411,Residential,9.921,78.1197,applicable,4.66,applicable,2.82,notApplicable,0.0,notApplicable,0.0,applicable,2.65,201000.0,"[0, 0, 0, 0, 0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2023,4.2318,Agricultural,9.4523,77.5533,notApplicable,0.0,notApplicable,0.0,applicable,4.9,notApplicable,0.0,applicable,2.88,5662100.0,"[473200.0, 907600.0, 9940800.0, 17000.0, 6568100.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2021,0.1177,Conservation,10.4508,77.5148,notApplicable,0.0,applicable,1.8,applicable,5.67,applicable,3.04,applicable,2.66,115100.0,"[0, 0, 0, 0, 0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2021,0.1237,Conservation,10.4508,77.5148,notApplicable,0.0,applicable,3.15,applicable,2.57,applicable,0.79,applicable,0.51,147200.0,"[0, 0, 0, 0, 0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2021,7.7233,Agricultural,9.9677,78.1653,applicable,3.48,notApplicable,0.0,applicable,1.25,notApplicable,0.0,applicable,3.28,12199500.0,"[0, 0, 0, 0, 0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2024,0.1085,Industrial,9.9677,78.1653,applicable,1.11,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,4.9,889900.0,"[4168000.0, 802400.0, 26200.0, 533700.0, 2412900.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2024,0.2021,Industrial,10.9979,76.9994,notApplicable,0.0,applicable,2.54,applicable,2.67,applicable,2.0,notApplicable,0.0,1604600.0,"[28982900.0, 2522000.0, 76780500.0, 1959500.0, 211100.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2021,0.1213,Agricultural,9.4523,77.5533,notApplicable,0.0,applicable,4.66,notApplicable,0.0,applicable,3.4,applicable,4.96,136800.0,"[0, 0, 0, 0, 0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2025,0.2373,Commercial,11.0616,76.9366,applicable,5.01,applicable,4.97,applicable,5.59,notApplicable,0.0,applicable,2.49,2177700.0,"[10616900.0, 539500.0, 25797000.0, 914100.0, 30806700.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2021,6.882,Residential,11.349,77.6951,applicable,1.06,applicable,3.01,applicable,5.72,notApplicable,0.0,notApplicable,0.0,31402400.0,"[0, 0, 0, 0, 0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2022,0.9835,Commercial,9.4523,77.5533,applicable,4.33,notApplicable,0.0,notApplicable,0.0,applicable,5.48,applicable,1.16,6823900.0,"[2984500.0, 135500.0, 22986900.0, 3420700.0, 364500.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2021,0.1678,Residential,11.0175,76.9725,applicable,3.86,applicable,4.03,notApplicable,0.0,notApplicable,0.0,applicable,1.71,972900.0,"[0, 0, 0, 0, 0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2022,5.0777,Agricultural,8.7139,77.7567,notApplicable,0.0,notApplicable,0.0,applicable,5.05,applicable,3.12,applicable,3.61,6103300.0,"[227100.0, 1768500.0, 24629000.0, 12892900.0, 551200.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2021,1.9558,Conservation,11.0175,76.9725,applicable,2.27,applicable,3.18,notApplicable,0.0,applicable,5.58,notApplicable,0.0,2029300.0,"[0, 0, 0, 0, 0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2023,0.7589,Conservation,11.349,77.6951,applicable,1.24,applicable,1.3,applicable,3.47,notApplicable,0.0,notApplicable,0.0,732700.0,"[94500.0, 455300.0, 148700.0, 335400.0, 39400.0]"
Bypass Rd,Madurai,Madurai,Tamil Nadu,2021,1.2495,Agricultural,9.924,78.135,notApplicable,0.0,applicable,4.41,applicable,2.47,notApplicable,0.0,applicable,5.67,1880100.0,"[0, 0, 0, 0, 0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2021,0.0474,Industrial,9.921,78.1197,notApplicable,0.0,applicable,3.93,applicable,1.23,applicable,1.85,notApplicable,0.0,326100.0,"[0, 0, 0, 0, 0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2025,6.6742,Conservation,11.0616,76.9366,applicable,3.91,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,5.33,8681700.0,"[10616900.0, 539500.0, 25797000.0, 914100.0, 30806700.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2025,7.6133,Commercial,11.0616,76.9366,applicable,3.45,applicable,0.79,applicable,1.03,applicable,5.89,applicable,2.26,78091000.0,"[10616900.0, 539500.0, 25797000.0, 914100.0, 30806700.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2023,0.1938,Industrial,9.921,78.1197,applicable,2.73,applicable,5.91,notApplicable,0.0,applicable,2.49,applicable,1.08,1231100.0,"[1217400.0, 5297300.0, 867300.0, 637900.0, 19826500.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2025,1.4349,Industrial,8.7139,77.7567,applicable,1.64,notApplicable,0.0,applicable,4.03,notApplicable,0.0,notApplicable,0.0,9716800.0,"[1664700.0, 1252200.0, 112000.0, 32276700.0, 930400.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2022,0.1101,Residential,11.0175,76.9725,applicable,0.75,notApplicable,0.0,applicable,2.13,applicable,5.01,applicable,0.33,710800.0,"[146100.0, 30568900.0, 3386000.0, 189000.0, 1281900.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2024,0.0303,Commercial,10.9979,76.9994,notApplicable,0.0,applicable,5.1,applicable,2.93,notApplicable,0.0,applicable,4.49,309000.0,"[28982900.0, 2522000.0, 76780500.0, 1959500.0, 211100.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2025,0.0277,Agricultural,11.0616,76.9366,applicable,3.4,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,0.76,64000.0,"[10616900.0, 539500.0, 25797000.0, 914100.0, 30806700.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2025,0.1866,Industrial,10.9979,76.9994,notApplicable,0.0,applicable,3.32,notApplicable,0.0,notApplicable,0.0,applicable,4.87,1571900.0,"[10468800.0, 6219300.0, 2222100.0, 21552800.0, 9695700.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2025,0.0869,Industrial,9.4523,77.5533,applicable,0.92,applicable,0.98,notApplicable,0.0,notApplicable,0.0,applicable,3.67,538600.0,"[657000.0, 1433100.0, 1492000.0, 32180200.0, 6552200.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2023,0.0445,Industrial,9.921,78.1197,applicable,3.32,applicable,4.67,notApplicable,0.0,applicable,4.88,notApplicable,0.0,272300.0,"[1217400.0, 5297300.0, 867300.0, 637900.0, 19826500.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2024,0.65,Residential,9.9677,78.1653,applicable,3.98,applicable,1.95,applicable,0.99,applicable,3.28,applicable,3.57,2936100.0,"[4168000.0, 802400.0, 26200.0, 533700.0, 2412900.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2024,7.1694,Industrial,10.9979,76.9994,applicable,4.96,applicable,5.6,applicable,2.03,applicable,5.22,applicable,3.04,40922200.0,"[28982900.0, 2522000.0, 76780500.0, 1959500.0, 211100.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2025,0.4835,Agricultural,8.7139,77.7567,notApplicable,0.0,notApplicable,0.0,applicable,2.34,applicable,4.83,notApplicable,0.0,781300.0,"[1664700.0, 1252200.0, 112000.0, 32276700.0, 930400.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2022,0.9338,Residential,8.813,78.1341,applicable,2.67,applicable,5.16,notApplicable,0.0,applicable,0.89,notApplicable,0.0,4247600.0,"[381400.0, 24209200.0, 9471000.0, 3488900.0, 1032100.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2024,0.3174,Industrial,12.9791,80.2209,notApplicable,0.0,applicable,4.31,applicable,0.78,applicable,2.36,applicable,5.84,2983600.0,"[379000.0, 3141200.0, 326500.0, 7256100.0, 46031100.0]"
"Trichy Rd, Singanallur",Coimbatore,Coimbatore,Tamil Nadu,2025,0.0995,Conservation,10.9979,76.9994,applicable,3.44,applicable,1.34,notApplicable,0.0,applicable,0.66,applicable,3.55,123100.0,"[10468800.0, 6219300.0, 2222100.0, 21552800.0, 9695700.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2021,0.7024,Industrial,9.9677,78.1653,notApplicable,0.0,applicable,1.15,applicable,1.38,applicable,1.66,applicable,4.47,4650300.0,"[0, 0, 0, 0, 0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2024,0.0584,Residential,9.9677,78.1653,applicable,5.7,applicable,1.21,notApplicable,0.0,applicable,0.94,notApplicable,0.0,377600.0,"[4168000.0, 802400.0, 26200.0, 533700.0, 2412900.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2025,1.6954,Residential,11.0616,76.9366,applicable,3.98,applicable,2.16,applicable,1.04,applicable,1.34,applicable,5.3,9576300.0,"[10616900.0, 539500.0, 25797000.0, 914100.0, 30806700.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2024,6.3858,Residential,11.0183,76.997,applicable,4.69,applicable,4.63,notApplicable,0.0,applicable,1.61,applicable,1.9,37693500.0,"[11703200.0, 548800.0, 2089600.0, 2376800.0, 4877100.0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2024,0.2171,Residential,11.0616,76.9366,notApplicable,0.0,notApplicable,0.0,applicable,4.85,applicable,0.59,applicable,4.75,1465400.0,"[1762300.0, 1592900.0, 400900.0, 1550000.0, 49100500.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2023,0.3724,Agricultural,9.921,78.1197,applicable,2.12,applicable,1.53,notApplicable,0.0,applicable,1.97,notApplicable,0.0,685800.0,"[1217400.0, 5297300.0, 867300.0, 637900.0, 19826500.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2025,0.0197,Agricultural,9.921,78.1197,notApplicable,0.0,applicable,5.74,applicable,1.72,applicable,2.68,notApplicable,0.0,36100.0,"[11982900.0, 1694300.0, 222800.0, 11382600.0, 329800.0]"
"Avinashi Rd, Peelamedu",Coimbatore,Coimbatore,Tamil Nadu,2023,0.1064,Conservation,11.0183,76.997,applicable,1.6,applicable,3.66,notApplicable,0.0,notApplicable,0.0,applicable,1.05,135200.0,"[927400.0, 7279800.0, 9981500.0, 14718500.0, 119400.0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2023,5.4074,Conservation,8.7139,77.7567,notApplicable,0.0,applicable,3.67,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,5432300.0,"[380900.0, 143400.0, 2666400.0, 5706900.0, 18473300.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2025,0.4431,Industrial,9.9677,78.1653,applicable,3.33,applicable,5.79,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,3394900.0,"[4184000.0, 91200.0, 633300.0, 5907800.0, 1041800.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2022,0.4411,Commercial,12.9791,80.2209,applicable,3.95,applicable,3.39,notApplicable,0.0,applicable,0.37,applicable,5.54,5266500.0,"[4480300.0, 1136800.0, 2472800.0, 2723700.0, 2990600.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2022,0.3301,Residential,9.4523,77.5533,applicable,5.36,applicable,0.29,notApplicable,0.0,applicable,4.21,applicable,2.44,1290100.0,"[2984500.0, 135500.0, 22986900.0, 3420700.0, 364500.0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2021,5.3487,Agricultural,12.9834,80.259,notApplicable,0.0,applicable,2.43,applicable,0.74,notApplicable,0.0,applicable,0.56,15200400.0,"[0, 0, 0, 0, 0]"
"NH 44, Tirunelveli",Tirunelveli,Tirunelveli,Tamil Nadu,2023,0.101,Commercial,8.7139,77.7567,notApplicable,0.0,applicable,1.0,notApplicable,0.0,notApplicable,0.0,applicable,2.03,955700.0,"[380900.0, 143400.0, 2666400.0, 5706900.0, 18473300.0]"
Rajapalayam Rd,Virudhunagar,Virudhunagar,Tamil Nadu,2021,2.1014,Commercial,9.4523,77.5533,notApplicable,0.0,applicable,4.5,notApplicable,0.0,applicable,2.4,applicable,5.04,13491600.0,"[0, 0, 0, 0, 0]"
MTP Rd,Coimbatore,Coimbatore,Tamil Nadu,2024,0.0706,Agricultural,11.0616,76.9366,applicable,0.72,applicable,5.08,notApplicable,0.0,applicable,5.96,applicable,1.5,134700.0,"[1762300.0, 1592900.0, 400900.0, 1550000.0, 49100500.0]"
Ettayapuram Rd,Thoothukudi,Thoothukudi,Tamil Nadu,2025,1.7269,Industrial,8.813,78.1341,notApplicable,0.0,applicable,4.61,applicable,2.69,applicable,3.38,notApplicable,0.0,9266500.0,"[533300.0, 731300.0, 29081400.0, 8490900.0, 1311400.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2025,4.3305,Industrial,12.9791,80.2209,notApplicable,0.0,applicable,3.88,applicable,0.89,notApplicable,0.0,applicable,3.27,46889100.0,"[812200.0, 9988300.0, 4656600.0, 1015900.0, 4699100.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2025,1.7043,Industrial,11.0175,76.9725,applicable,1.57,applicable,0.33,applicable,0.7,applicable,2.7,applicable,4.27,14226600.0,"[3325300.0, 34099900.0, 2136000.0, 1981200.0, 777400.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2025,0.0883,Conservation,11.349,77.6951,applicable,1.01,applicable,0.62,notApplicable,0.0,notApplicable,0.0,applicable,2.87,94800.0,"[211600.0, 1723100.0, 70300.0, 8785600.0, 5728200.0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2024,6.4877,Agricultural,9.9677,78.1653,applicable,5.04,applicable,3.4,notApplicable,0.0,applicable,1.83,applicable,3.73,9596500.0,"[4168000.0, 802400.0, 26200.0, 533700.0, 2412900.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2023,0.0348,Industrial,12.9791,80.2209,applicable,4.44,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,applicable,1.75,375600.0,"[189200.0, 10473500.0, 47400.0, 76037300.0, 2009200.0]"
Simmakkal,Madurai,Madurai,Tamil Nadu,2023,2.2722,Conservation,9.921,78.1197,notApplicable,0.0,applicable,2.33,notApplicable,0.0,applicable,5.02,notApplicable,0.0,2550900.0,"[1217400.0, 5297300.0, 867300.0, 637900.0, 19826500.0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2021,1.5562,Agricultural,10.4508,77.5148,notApplicable,0.0,applicable,2.93,applicable,1.23,applicable,1.15,notApplicable,0.0,3299000.0,"[0, 0, 0, 0, 0]"
Alagarkoil Rd,Madurai,Madurai,Tamil Nadu,2021,0.3199,Commercial,9.9677,78.1653,applicable,0.62,applicable,5.66,applicable,3.35,applicable,5.6,notApplicable,0.0,2533800.0,"[0, 0, 0, 0, 0]"
"Dindigul Rd, Palani",Palani,Dindigul,Tamil Nadu,2021,0.0182,Industrial,10.4508,77.5148,applicable,5.34,applicable,0.83,notApplicable,0.0,notApplicable,0.0,notApplicable,0.0,163500.0,"[0, 0, 0, 0, 0]"
"East Coast Rd, Thiruvanmiyur",Chennai,Chennai,Tamil Nadu,2022,4.1764,Commercial,12.9834,80.259,applicable,2.7,applicable,2.02,applicable,0.29,applicable,5.75,applicable,1.69,50765500.0,"[16947000.0, 7612200.0, 17031200.0, 904700.0, 15150000.0]"
Gandhipuram Cross Cut,Coimbatore,Coimbatore,Tamil Nadu,2025,0.2593,Agricultural,11.0175,76.9725,notApplicable,0.0,applicable,3.52,applicable,5.22,applicable,2.59,applicable,0.96,469900.0,"[3325300.0, 34099900.0, 2136000.0, 1981200.0, 777400.0]"
"Sathyamangalam Rd, Edayarpalayam",Erode,Erode,Tamil Nadu,2024,0.1808,Agricultural,11.349,77.6951,notApplicable,0.0,applicable,4.67,applicable,4.69,notApplicable,0.0,applicable,0.41,283500.0,"[34594300.0, 709100.0, 364400.0, 282100.0, 42800.0]"
"100 Feet Rd, Velachery",Chennai,Chennai,Tamil Nadu,2025,1.5269,Commercial,12.9791,80.2209,applicable,4.63,notApplicable,0.0,notApplicable,0.0,applicable,4.98,applicable,2.16,21175700.0,"[812200.0, 9988300.0, 4656600.0, 1015900.0, 4699100.0]"
